ID	Target	Stance	Dataset
706	Donald Trump	AGAINST	semevalb
707	Donald Trump	AGAINST	semevalb
708	Donald Trump	AGAINST	semevalb
709	Donald Trump	AGAINST	semevalb
710	Donald Trump	AGAINST	semevalb
711	Donald Trump	AGAINST	semevalb
712	Donald Trump	AGAINST	semevalb
713	Donald Trump	AGAINST	semevalb
714	Donald Trump	AGAINST	semevalb
715	Donald Trump	AGAINST	semevalb
716	Donald Trump	AGAINST	semevalb
717	Donald Trump	AGAINST	semevalb
718	Donald Trump	AGAINST	semevalb
719	Donald Trump	AGAINST	semevalb
720	Donald Trump	AGAINST	semevalb
721	Donald Trump	AGAINST	semevalb
722	Donald Trump	AGAINST	semevalb
723	Donald Trump	AGAINST	semevalb
724	Donald Trump	AGAINST	semevalb
725	Donald Trump	AGAINST	semevalb
726	Donald Trump	AGAINST	semevalb
727	Donald Trump	AGAINST	semevalb
728	Donald Trump	AGAINST	semevalb
729	Donald Trump	AGAINST	semevalb
730	Donald Trump	AGAINST	semevalb
731	Donald Trump	AGAINST	semevalb
732	Donald Trump	AGAINST	semevalb
733	Donald Trump	AGAINST	semevalb
734	Donald Trump	AGAINST	semevalb
735	Donald Trump	AGAINST	semevalb
736	Donald Trump	AGAINST	semevalb
737	Donald Trump	AGAINST	semevalb
738	Donald Trump	AGAINST	semevalb
739	Donald Trump	AGAINST	semevalb
740	Donald Trump	AGAINST	semevalb
741	Donald Trump	AGAINST	semevalb
742	Donald Trump	AGAINST	semevalb
743	Donald Trump	AGAINST	semevalb
744	Donald Trump	AGAINST	semevalb
745	Donald Trump	AGAINST	semevalb
746	Donald Trump	AGAINST	semevalb
747	Donald Trump	AGAINST	semevalb
748	Donald Trump	AGAINST	semevalb
749	Donald Trump	AGAINST	semevalb
750	Donald Trump	AGAINST	semevalb
751	Donald Trump	AGAINST	semevalb
752	Donald Trump	AGAINST	semevalb
753	Donald Trump	AGAINST	semevalb
754	Donald Trump	AGAINST	semevalb
755	Donald Trump	AGAINST	semevalb
756	Donald Trump	AGAINST	semevalb
757	Donald Trump	AGAINST	semevalb
758	Donald Trump	AGAINST	semevalb
759	Donald Trump	AGAINST	semevalb
760	Donald Trump	AGAINST	semevalb
761	Donald Trump	AGAINST	semevalb
762	Donald Trump	AGAINST	semevalb
763	Donald Trump	AGAINST	semevalb
764	Donald Trump	AGAINST	semevalb
765	Donald Trump	AGAINST	semevalb
766	Donald Trump	AGAINST	semevalb
767	Donald Trump	AGAINST	semevalb
768	Donald Trump	AGAINST	semevalb
769	Donald Trump	AGAINST	semevalb
770	Donald Trump	NONE	semevalb
771	Donald Trump	NONE	semevalb
772	Donald Trump	AGAINST	semevalb
773	Donald Trump	NONE	semevalb
774	Donald Trump	AGAINST	semevalb
775	Donald Trump	FAVOR	semevalb
776	Donald Trump	NONE	semevalb
777	Donald Trump	NONE	semevalb
778	Donald Trump	NONE	semevalb
779	Donald Trump	NONE	semevalb
780	Donald Trump	NONE	semevalb
781	Donald Trump	NONE	semevalb
782	Donald Trump	NONE	semevalb
783	Donald Trump	NONE	semevalb
784	Donald Trump	FAVOR	semevalb
785	Donald Trump	NONE	semevalb
786	Donald Trump	NONE	semevalb
787	Donald Trump	NONE	semevalb
788	Donald Trump	NONE	semevalb
789	Donald Trump	FAVOR	semevalb
790	Donald Trump	FAVOR	semevalb
791	Donald Trump	NONE	semevalb
792	Donald Trump	FAVOR	semevalb
793	Donald Trump	NONE	semevalb
794	Donald Trump	FAVOR	semevalb
795	Donald Trump	NONE	semevalb
796	Donald Trump	FAVOR	semevalb
797	Donald Trump	FAVOR	semevalb
798	Donald Trump	NONE	semevalb
799	Donald Trump	FAVOR	semevalb
800	Donald Trump	FAVOR	semevalb
801	Donald Trump	FAVOR	semevalb
802	Donald Trump	NONE	semevalb
803	Donald Trump	NONE	semevalb
804	Donald Trump	NONE	semevalb
805	Donald Trump	NONE	semevalb
806	Donald Trump	FAVOR	semevalb
807	Donald Trump	FAVOR	semevalb
808	Donald Trump	FAVOR	semevalb
809	Donald Trump	NONE	semevalb
810	Donald Trump	NONE	semevalb
811	Donald Trump	NONE	semevalb
812	Donald Trump	FAVOR	semevalb
813	Donald Trump	AGAINST	semevalb
814	Donald Trump	NONE	semevalb
815	Donald Trump	NONE	semevalb
816	Donald Trump	FAVOR	semevalb
817	Donald Trump	FAVOR	semevalb
818	Donald Trump	FAVOR	semevalb
819	Donald Trump	NONE	semevalb
820	Donald Trump	NONE	semevalb
821	Donald Trump	NONE	semevalb
822	Donald Trump	FAVOR	semevalb
823	Donald Trump	FAVOR	semevalb
824	Donald Trump	FAVOR	semevalb
825	Donald Trump	FAVOR	semevalb
826	Donald Trump	NONE	semevalb
827	Donald Trump	NONE	semevalb
828	Donald Trump	AGAINST	semevalb
829	Donald Trump	NONE	semevalb
830	Donald Trump	NONE	semevalb
831	Donald Trump	NONE	semevalb
832	Donald Trump	NONE	semevalb
833	Donald Trump	FAVOR	semevalb
834	Donald Trump	FAVOR	semevalb
835	Donald Trump	NONE	semevalb
836	Donald Trump	NONE	semevalb
837	Donald Trump	NONE	semevalb
838	Donald Trump	NONE	semevalb
839	Donald Trump	FAVOR	semevalb
840	Donald Trump	NONE	semevalb
841	Donald Trump	FAVOR	semevalb
842	Donald Trump	FAVOR	semevalb
843	Donald Trump	FAVOR	semevalb
844	Donald Trump	NONE	semevalb
845	Donald Trump	NONE	semevalb
846	Donald Trump	AGAINST	semevalb
847	Donald Trump	FAVOR	semevalb
848	Donald Trump	FAVOR	semevalb
849	Donald Trump	FAVOR	semevalb
850	Donald Trump	AGAINST	semevalb
851	Donald Trump	NONE	semevalb
852	Donald Trump	NONE	semevalb
853	Donald Trump	AGAINST	semevalb
854	Donald Trump	FAVOR	semevalb
855	Donald Trump	NONE	semevalb
856	Donald Trump	FAVOR	semevalb
857	Donald Trump	AGAINST	semevalb
858	Donald Trump	NONE	semevalb
859	Donald Trump	FAVOR	semevalb
860	Donald Trump	NONE	semevalb
861	Donald Trump	FAVOR	semevalb
862	Donald Trump	NONE	semevalb
863	Donald Trump	NONE	semevalb
864	Donald Trump	AGAINST	semevalb
865	Donald Trump	AGAINST	semevalb
866	Donald Trump	FAVOR	semevalb
867	Donald Trump	NONE	semevalb
868	Donald Trump	FAVOR	semevalb
869	Donald Trump	NONE	semevalb
870	Donald Trump	AGAINST	semevalb
871	Donald Trump	NONE	semevalb
872	Donald Trump	NONE	semevalb
873	Donald Trump	AGAINST	semevalb
874	Donald Trump	FAVOR	semevalb
875	Donald Trump	NONE	semevalb
876	Donald Trump	FAVOR	semevalb
877	Donald Trump	NONE	semevalb
878	Donald Trump	FAVOR	semevalb
879	Donald Trump	NONE	semevalb
880	Donald Trump	NONE	semevalb
881	Donald Trump	FAVOR	semevalb
882	Donald Trump	NONE	semevalb
883	Donald Trump	NONE	semevalb
884	Donald Trump	FAVOR	semevalb
885	Donald Trump	FAVOR	semevalb
886	Donald Trump	NONE	semevalb
887	Donald Trump	FAVOR	semevalb
888	Donald Trump	NONE	semevalb
889	Donald Trump	AGAINST	semevalb
890	Donald Trump	NONE	semevalb
891	Donald Trump	NONE	semevalb
892	Donald Trump	NONE	semevalb
893	Donald Trump	NONE	semevalb
894	Donald Trump	NONE	semevalb
895	Donald Trump	AGAINST	semevalb
896	Donald Trump	FAVOR	semevalb
897	Donald Trump	FAVOR	semevalb
898	Donald Trump	AGAINST	semevalb
899	Donald Trump	NONE	semevalb
900	Donald Trump	NONE	semevalb
901	Donald Trump	NONE	semevalb
902	Donald Trump	NONE	semevalb
903	Donald Trump	FAVOR	semevalb
904	Donald Trump	AGAINST	semevalb
905	Donald Trump	FAVOR	semevalb
906	Donald Trump	AGAINST	semevalb
907	Donald Trump	NONE	semevalb
908	Donald Trump	NONE	semevalb
909	Donald Trump	FAVOR	semevalb
910	Donald Trump	AGAINST	semevalb
911	Donald Trump	AGAINST	semevalb
912	Donald Trump	FAVOR	semevalb
913	Donald Trump	NONE	semevalb
914	Donald Trump	FAVOR	semevalb
915	Donald Trump	FAVOR	semevalb
916	Donald Trump	FAVOR	semevalb
917	Donald Trump	AGAINST	semevalb
918	Donald Trump	FAVOR	semevalb
919	Donald Trump	NONE	semevalb
920	Donald Trump	FAVOR	semevalb
921	Donald Trump	AGAINST	semevalb
922	Donald Trump	AGAINST	semevalb
923	Donald Trump	NONE	semevalb
924	Donald Trump	FAVOR	semevalb
925	Donald Trump	FAVOR	semevalb
926	Donald Trump	NONE	semevalb
927	Donald Trump	FAVOR	semevalb
928	Donald Trump	FAVOR	semevalb
929	Donald Trump	FAVOR	semevalb
930	Donald Trump	NONE	semevalb
931	Donald Trump	FAVOR	semevalb
932	Donald Trump	FAVOR	semevalb
933	Donald Trump	FAVOR	semevalb
934	Donald Trump	NONE	semevalb
935	Donald Trump	FAVOR	semevalb
936	Donald Trump	AGAINST	semevalb
937	Donald Trump	AGAINST	semevalb
938	Donald Trump	FAVOR	semevalb
939	Donald Trump	AGAINST	semevalb
940	Donald Trump	AGAINST	semevalb
941	Donald Trump	AGAINST	semevalb
942	Donald Trump	AGAINST	semevalb
943	Donald Trump	AGAINST	semevalb
944	Donald Trump	AGAINST	semevalb
945	Donald Trump	FAVOR	semevalb
946	Donald Trump	FAVOR	semevalb
947	Donald Trump	AGAINST	semevalb
948	Donald Trump	FAVOR	semevalb
949	Donald Trump	NONE	semevalb
950	Donald Trump	NONE	semevalb
951	Donald Trump	NONE	semevalb
952	Donald Trump	NONE	semevalb
953	Donald Trump	FAVOR	semevalb
954	Donald Trump	NONE	semevalb
955	Donald Trump	FAVOR	semevalb
956	Donald Trump	AGAINST	semevalb
957	Donald Trump	FAVOR	semevalb
958	Donald Trump	FAVOR	semevalb
959	Donald Trump	NONE	semevalb
960	Donald Trump	FAVOR	semevalb
961	Donald Trump	FAVOR	semevalb
962	Donald Trump	NONE	semevalb
963	Donald Trump	FAVOR	semevalb
964	Donald Trump	FAVOR	semevalb
965	Donald Trump	NONE	semevalb
966	Donald Trump	NONE	semevalb
967	Donald Trump	NONE	semevalb
968	Donald Trump	FAVOR	semevalb
969	Donald Trump	NONE	semevalb
970	Donald Trump	NONE	semevalb
971	Donald Trump	NONE	semevalb
972	Donald Trump	NONE	semevalb
973	Donald Trump	AGAINST	semevalb
974	Donald Trump	NONE	semevalb
975	Donald Trump	FAVOR	semevalb
976	Donald Trump	NONE	semevalb
977	Donald Trump	AGAINST	semevalb
978	Donald Trump	AGAINST	semevalb
979	Donald Trump	NONE	semevalb
980	Donald Trump	AGAINST	semevalb
981	Donald Trump	NONE	semevalb
982	Donald Trump	NONE	semevalb
983	Donald Trump	NONE	semevalb
984	Donald Trump	NONE	semevalb
985	Donald Trump	FAVOR	semevalb
986	Donald Trump	NONE	semevalb
987	Donald Trump	NONE	semevalb
988	Donald Trump	FAVOR	semevalb
989	Donald Trump	NONE	semevalb
990	Donald Trump	FAVOR	semevalb
991	Donald Trump	AGAINST	semevalb
992	Donald Trump	NONE	semevalb
993	Donald Trump	NONE	semevalb
994	Donald Trump	AGAINST	semevalb
995	Donald Trump	AGAINST	semevalb
996	Donald Trump	NONE	semevalb
997	Donald Trump	FAVOR	semevalb
998	Donald Trump	FAVOR	semevalb
999	Donald Trump	FAVOR	semevalb
1000	Donald Trump	AGAINST	semevalb
1001	Donald Trump	NONE	semevalb
1002	Donald Trump	AGAINST	constance
1003	Donald Trump	AGAINST	constance
1004	Donald Trump	AGAINST	constance
1005	Donald Trump	AGAINST	constance
1006	Donald Trump	AGAINST	constance
1007	Donald Trump	AGAINST	constance
1008	Donald Trump	AGAINST	constance
1009	Donald Trump	AGAINST	constance
1010	Donald Trump	NONE	constance
1011	Donald Trump	AGAINST	constance
1012	Donald Trump	AGAINST	constance
1013	Donald Trump	AGAINST	constance
1014	Donald Trump	AGAINST	constance
1015	Donald Trump	AGAINST	constance
1016	Donald Trump	AGAINST	constance
1017	Donald Trump	AGAINST	constance
1018	Donald Trump	AGAINST	constance
1019	Donald Trump	FAVOR	constance
1020	Donald Trump	AGAINST	constance
1021	Donald Trump	FAVOR	constance
1022	Donald Trump	AGAINST	constance
1023	Donald Trump	AGAINST	constance
1024	Donald Trump	AGAINST	constance
1025	Donald Trump	AGAINST	constance
1026	Donald Trump	AGAINST	constance
1027	Donald Trump	AGAINST	constance
1028	Donald Trump	AGAINST	constance
1029	Donald Trump	AGAINST	constance
1030	Donald Trump	AGAINST	constance
1031	Donald Trump	FAVOR	constance
1032	Donald Trump	AGAINST	constance
1033	Donald Trump	AGAINST	constance
1034	Donald Trump	AGAINST	constance
1035	Donald Trump	AGAINST	constance
1036	Donald Trump	AGAINST	constance
1037	Donald Trump	AGAINST	constance
1038	Donald Trump	AGAINST	constance
1039	Donald Trump	AGAINST	constance
1040	Donald Trump	AGAINST	constance
1041	Donald Trump	AGAINST	constance
1042	Donald Trump	FAVOR	constance
1043	Donald Trump	AGAINST	constance
1044	Donald Trump	AGAINST	constance
1045	Donald Trump	AGAINST	constance
1046	Donald Trump	AGAINST	constance
1047	Donald Trump	AGAINST	constance
1048	Donald Trump	AGAINST	constance
1049	Donald Trump	AGAINST	constance
1050	Donald Trump	NONE	constance
1051	Donald Trump	AGAINST	constance
1052	Donald Trump	FAVOR	constance
1053	Donald Trump	AGAINST	constance
1054	Donald Trump	AGAINST	constance
1055	Donald Trump	AGAINST	constance
1056	Donald Trump	AGAINST	constance
1057	Hillary Clinton	AGAINST	constance
1058	Hillary Clinton	NONE	constance
1059	Hillary Clinton	FAVOR	constance
1060	Hillary Clinton	FAVOR	constance
1061	Hillary Clinton	FAVOR	constance
1062	Hillary Clinton	FAVOR	constance
1063	Hillary Clinton	FAVOR	constance
1064	Hillary Clinton	AGAINST	constance
1065	Hillary Clinton	FAVOR	constance
1066	Hillary Clinton	FAVOR	constance
1067	Hillary Clinton	FAVOR	constance
1068	Hillary Clinton	AGAINST	constance
1069	Hillary Clinton	FAVOR	constance
1070	Hillary Clinton	AGAINST	constance
1071	Hillary Clinton	FAVOR	constance
1072	Hillary Clinton	FAVOR	constance
1073	Hillary Clinton	FAVOR	constance
1074	Hillary Clinton	FAVOR	constance
1075	Hillary Clinton	FAVOR	constance
1076	Hillary Clinton	FAVOR	constance
1077	Hillary Clinton	AGAINST	constance
1078	Hillary Clinton	FAVOR	constance
1079	Hillary Clinton	AGAINST	constance
1080	Hillary Clinton	FAVOR	constance
1081	Hillary Clinton	FAVOR	constance
1082	Hillary Clinton	FAVOR	constance
1083	Hillary Clinton	FAVOR	constance
1084	Hillary Clinton	FAVOR	constance
1085	Hillary Clinton	FAVOR	constance
1086	Hillary Clinton	NONE	constance
1087	Hillary Clinton	FAVOR	constance
1088	Hillary Clinton	AGAINST	constance
1089	Hillary Clinton	FAVOR	constance
1090	Hillary Clinton	AGAINST	constance
1091	Hillary Clinton	FAVOR	constance
1092	Hillary Clinton	FAVOR	constance
1093	Hillary Clinton	FAVOR	constance
1094	Hillary Clinton	FAVOR	constance
1095	Hillary Clinton	FAVOR	constance
1096	Hillary Clinton	FAVOR	constance
1097	Hillary Clinton	FAVOR	constance
1098	Hillary Clinton	FAVOR	constance
1099	Hillary Clinton	AGAINST	constance
1100	Hillary Clinton	FAVOR	constance
1101	Hillary Clinton	FAVOR	constance
1102	Hillary Clinton	FAVOR	constance
1103	Hillary Clinton	FAVOR	constance
1104	Hillary Clinton	AGAINST	constance
1105	Hillary Clinton	AGAINST	constance
1106	Hillary Clinton	FAVOR	constance
1107	Hillary Clinton	FAVOR	constance
1108	Donald Trump	AGAINST	constance
1109	Donald Trump	NONE	constance
1110	Donald Trump	AGAINST	constance
1111	Donald Trump	AGAINST	constance
1112	Donald Trump	FAVOR	constance
1113	Donald Trump	AGAINST	constance
1114	Donald Trump	AGAINST	constance
1115	Donald Trump	AGAINST	constance
1116	Donald Trump	AGAINST	constance
1117	Donald Trump	AGAINST	constance
1118	Donald Trump	NONE	constance
1119	Donald Trump	AGAINST	constance
1120	Donald Trump	FAVOR	constance
1121	Donald Trump	FAVOR	constance
1122	Donald Trump	AGAINST	constance
1123	Donald Trump	FAVOR	constance
1124	Donald Trump	FAVOR	constance
1125	Donald Trump	AGAINST	constance
1126	Donald Trump	FAVOR	constance
1127	Donald Trump	FAVOR	constance
1128	Donald Trump	AGAINST	constance
1129	Donald Trump	AGAINST	constance
1130	Donald Trump	AGAINST	constance
1131	Donald Trump	FAVOR	constance
1132	Donald Trump	NONE	constance
1133	Donald Trump	AGAINST	constance
1134	Donald Trump	AGAINST	constance
1135	Donald Trump	AGAINST	constance
1136	Donald Trump	AGAINST	constance
1137	Donald Trump	AGAINST	constance
1138	Donald Trump	FAVOR	constance
1139	Donald Trump	AGAINST	constance
1140	Donald Trump	AGAINST	constance
1141	Donald Trump	AGAINST	constance
1142	Donald Trump	AGAINST	constance
1143	Donald Trump	AGAINST	constance
1144	Donald Trump	AGAINST	constance
1145	Donald Trump	FAVOR	constance
1146	Donald Trump	FAVOR	constance
1147	Donald Trump	AGAINST	constance
1148	Donald Trump	FAVOR	constance
1149	Donald Trump	AGAINST	constance
1150	Donald Trump	FAVOR	constance
1151	Donald Trump	AGAINST	constance
1152	Donald Trump	FAVOR	constance
1153	Donald Trump	AGAINST	constance
1154	Hillary Clinton	AGAINST	constance
1155	Hillary Clinton	FAVOR	constance
1156	Hillary Clinton	AGAINST	constance
1157	Hillary Clinton	AGAINST	constance
1158	Hillary Clinton	FAVOR	constance
1159	Hillary Clinton	AGAINST	constance
1160	Hillary Clinton	FAVOR	constance
1161	Hillary Clinton	FAVOR	constance
1162	Hillary Clinton	AGAINST	constance
1163	Hillary Clinton	AGAINST	constance
1164	Hillary Clinton	FAVOR	constance
1165	Hillary Clinton	AGAINST	constance
1166	Hillary Clinton	AGAINST	constance
1167	Hillary Clinton	AGAINST	constance
1168	Hillary Clinton	FAVOR	constance
1169	Hillary Clinton	FAVOR	constance
1170	Hillary Clinton	FAVOR	constance
1171	Hillary Clinton	FAVOR	constance
1172	Hillary Clinton	FAVOR	constance
1173	Hillary Clinton	AGAINST	constance
1174	Hillary Clinton	AGAINST	constance
1175	Hillary Clinton	FAVOR	constance
1176	Hillary Clinton	FAVOR	constance
1177	Hillary Clinton	AGAINST	constance
1178	Hillary Clinton	AGAINST	constance
1179	Hillary Clinton	AGAINST	constance
1180	Hillary Clinton	FAVOR	constance
1181	Hillary Clinton	AGAINST	constance
1182	Hillary Clinton	FAVOR	constance
1183	Hillary Clinton	FAVOR	constance
1184	Hillary Clinton	AGAINST	constance
1185	Hillary Clinton	AGAINST	constance
1186	Hillary Clinton	AGAINST	constance
1187	Hillary Clinton	FAVOR	constance
1188	Hillary Clinton	FAVOR	constance
1189	Hillary Clinton	FAVOR	constance
1190	Hillary Clinton	FAVOR	constance
1191	Hillary Clinton	FAVOR	constance
1192	Hillary Clinton	FAVOR	constance
1193	Hillary Clinton	FAVOR	constance
1194	Hillary Clinton	AGAINST	constance
1195	Hillary Clinton	NONE	constance
1196	Hillary Clinton	AGAINST	constance
1197	Hillary Clinton	AGAINST	constance
1198	Hillary Clinton	FAVOR	constance
1199	Hillary Clinton	AGAINST	constance
1200	Hillary Clinton	AGAINST	constance
1201	Hillary Clinton	FAVOR	constance
1202	Hillary Clinton	AGAINST	constance
1203	Hillary Clinton	FAVOR	constance
1204	Hillary Clinton	AGAINST	constance
1205	Hillary Clinton	AGAINST	constance
1206	Hillary Clinton	FAVOR	constance
1207	Hillary Clinton	AGAINST	constance
1208	Donald Trump	AGAINST	constance
1209	Donald Trump	FAVOR	constance
1210	Donald Trump	AGAINST	constance
1211	Donald Trump	AGAINST	constance
1212	Donald Trump	AGAINST	constance
1213	Donald Trump	FAVOR	constance
1214	Donald Trump	FAVOR	constance
1215	Donald Trump	AGAINST	constance
1216	Donald Trump	AGAINST	constance
1217	Donald Trump	FAVOR	constance
1218	Donald Trump	AGAINST	constance
1219	Donald Trump	FAVOR	constance
1220	Donald Trump	AGAINST	constance
1221	Donald Trump	FAVOR	constance
1222	Donald Trump	AGAINST	constance
1223	Donald Trump	AGAINST	constance
1224	Donald Trump	AGAINST	constance
1225	Donald Trump	FAVOR	constance
1226	Donald Trump	AGAINST	constance
1227	Donald Trump	FAVOR	constance
1228	Donald Trump	AGAINST	constance
1229	Donald Trump	FAVOR	constance
1230	Donald Trump	FAVOR	constance
1231	Donald Trump	FAVOR	constance
1232	Donald Trump	AGAINST	constance
1233	Donald Trump	FAVOR	constance
1234	Donald Trump	AGAINST	constance
1235	Donald Trump	AGAINST	constance
1236	Donald Trump	AGAINST	constance
1237	Donald Trump	AGAINST	constance
1238	Donald Trump	FAVOR	constance
1239	Donald Trump	AGAINST	constance
1240	Donald Trump	FAVOR	constance
1241	Donald Trump	AGAINST	constance
1242	Donald Trump	AGAINST	constance
1243	Donald Trump	AGAINST	constance
1244	Donald Trump	FAVOR	constance
1245	Donald Trump	AGAINST	constance
1246	Donald Trump	AGAINST	constance
1247	Donald Trump	AGAINST	constance
1248	Donald Trump	AGAINST	constance
1249	Donald Trump	FAVOR	constance
1250	Donald Trump	AGAINST	constance
1251	Donald Trump	FAVOR	constance
1252	Donald Trump	AGAINST	constance
1253	Donald Trump	AGAINST	constance
1254	Donald Trump	AGAINST	constance
1255	Donald Trump	AGAINST	constance
1256	Hillary Clinton	AGAINST	constance
1257	Donald Trump	AGAINST	constance
1258	Hillary Clinton	FAVOR	constance
1259	Hillary Clinton	FAVOR	constance
1260	Hillary Clinton	AGAINST	constance
1261	Donald Trump	FAVOR	constance
1262	Donald Trump	AGAINST	constance
1263	Donald Trump	AGAINST	constance
1264	Donald Trump	FAVOR	constance
1265	Donald Trump	AGAINST	constance
1266	Donald Trump	AGAINST	constance
1267	Hillary Clinton	FAVOR	constance
1268	Donald Trump	AGAINST	constance
1269	Donald Trump	AGAINST	constance
1270	Hillary Clinton	AGAINST	constance
1271	Donald Trump	AGAINST	constance
1272	Donald Trump	FAVOR	constance
1273	Donald Trump	AGAINST	constance
1274	Hillary Clinton	AGAINST	constance
1275	Hillary Clinton	FAVOR	constance
1276	Hillary Clinton	AGAINST	constance
1277	Hillary Clinton	AGAINST	constance
1278	Hillary Clinton	FAVOR	constance
1279	Donald Trump	FAVOR	constance
1280	Donald Trump	FAVOR	constance
1281	Hillary Clinton	FAVOR	constance
1282	Hillary Clinton	FAVOR	constance
1283	Hillary Clinton	AGAINST	constance
1284	Donald Trump	AGAINST	constance
1285	Donald Trump	FAVOR	constance
1286	Donald Trump	AGAINST	constance
1287	Donald Trump	AGAINST	constance
1288	Donald Trump	FAVOR	constance
1289	Hillary Clinton	AGAINST	constance
1290	Hillary Clinton	FAVOR	constance
1291	Hillary Clinton	AGAINST	constance
1292	Hillary Clinton	AGAINST	constance
1293	Donald Trump	FAVOR	constance
1294	Hillary Clinton	AGAINST	constance
1295	Hillary Clinton	FAVOR	constance
1296	Donald Trump	AGAINST	constance
1297	Hillary Clinton	FAVOR	constance
1298	Hillary Clinton	FAVOR	constance
1299	Hillary Clinton	FAVOR	constance
1300	Hillary Clinton	FAVOR	constance
1301	Hillary Clinton	FAVOR	constance
1302	Donald Trump	NONE	constance
1303	Donald Trump	FAVOR	constance
1304	Donald Trump	FAVOR	constance
1305	Donald Trump	AGAINST	constance
1306	Hillary Clinton	FAVOR	constance
1307	Hillary Clinton	AGAINST	constance
1308	Hillary Clinton	AGAINST	constance
1309	Donald Trump	AGAINST	constance
1310	Hillary Clinton	FAVOR	constance
1311	Donald Trump	FAVOR	constance
1312	Donald Trump	AGAINST	constance
1313	Donald Trump	AGAINST	constance
1314	Hillary Clinton	AGAINST	constance
1315	Donald Trump	AGAINST	constance
1316	Donald Trump	AGAINST	constance
1317	Hillary Clinton	FAVOR	constance
1318	Hillary Clinton	AGAINST	constance
